"";"classe 1";"classe 2";"classe 3";"classe 4"
"anuência";-3,251;-13,751;-1,796;48,742
"alegadamente";-2,09;-0,002;1,175;0,39
"agosto";-15,082;42,504;0,15;-8,008
"suma";5,201;-3,044;-3,228;0,906
"substancialmente";-6,222;-6,822;-8,931;65,719
"subsequente";0,381;-8,864;-3,07;15,849
"semelhante";16,399;-1,851;-0,632;-5,168
"salomão";16,399;-4,456;-1,484;-1,25
"resp";-5,538;-9,865;-6,407;65,295
"pronto";2,059;2,318;-0,198;-7,37
"privilegiado";-6,454;-1,436;-5,739;38,024
"postular";42,166;-11,174;-1,796;-5,736
"postulado";1,948;-4,224;-2,743;4,42
"piramidal";-0,945;-0,501;0,461;1,353
"municipal";-14,122;-10,475;58,768;0,178
"menor";-0,303;8,981;-1,467;-1,895
"medo";-1,791;0,836;15,65;-9,526
"manipular";-12,025;14,016;13,912;-12,073
"julho";-12,305;37,483;-0,004;-5,867
"inclusão";11,154;-6,181;-0,632;-0,121
"funcional";-17,373;-0,108;-1,638;36,29
"extinção";53,448;-12,337;-8,012;-3,065
"expressivo";-1,033;6,934;-4,472;0,106
"exclusão";1,711;-1,323;10,196;-9,891
"efetividade";13,898;-13,751;-8,931;6,154
"dinheiro";-4,02;3,074;-0,259;0,704
"detectar";-0,823;2,095;1,194;-2,236
"conformação";-8,066;-6,822;-8,931;71,94
"conflito";-2,652;-0,055;-6,188;18,252
"comportar";0,143;-0,002;0,421;-0,92
"compatível";2,735;1,982;-0,861;-5,736
"caminho";4,241;-5,863;9,819;-6,765
"basear";-3,934;-0,055;18,331;-2,26
"andré";0,006;-1,055;4,581;-0,951
"velloso";-0,001;-10,218;-4,403;27,319
"tramitar";1,465;-10,475;22,133;-5,168
"teste";-10,252;7,837;18,24;-10,799
"sujeitar";0,001;-6,501;-8,701;27,712
"seduc";-5,281;-8,731;83,166;-7,695
"rua";-15,541;12,831;14,665;-8,321
"prover";-1,033;-10,824;-6,412;46,023
"preparar";-15,541;10,181;22,204;-10,799
"positivo";-3,279;7,069;-2,328;0,39
"ouvido";-1,103;-0,717;26,958;-7,382
"narrativo";-0,1;6,934;-0,001;-5,451
"majoritário";0;-5,547;-8,012;24,788
"magnitude";-7,254;-0,373;-8,471;38,409
"lindolfo";0,649;-1,407;-0,914;1,473
"ix";6,593;-0,182;-1,19;-1,836
"instrutórios";74,714;-11,984;-7,783;-10,799
"instruir";4,529;-0,054;-0,259;-2,582
"indicativo";0,269;-2,372;-0,099;1,699
"imediatamente";-4,373;4,067;11,48;-8,321
"gonet";1,623;-1,334;0,86;-1,083
"genérico";9,263;-1,8;-1,8;-0,496
"fruto";0;17,654;-3,844;-6,465
"foco";-1,571;24,312;-3,432;-4,058
"favorecer";-3,001;34,958;-6,866;-3,254
"explicitar";1,465;-0,971;-6,188;3,85
"enquadramento";-3,603;-0,81;-8,242;31,315
"emprestar";40,166;-8,525;-0,744;-9,577
"eficácia";16,539;-1,255;-3,429;-2,487
"definição";-0,211;0,386;-5,963;4,339
"definitivo";36,633;-7,178;-3,638;-4,332
"continuidade";12,239;-0,019;-1,335;-6,765
"conotação";-2,366;6,364;-8,242;2,865
"característica";-7,254;18,205;-4,262;0,178
"caos";-4,373;62,198;-7,783;-10,799
"aprimoramento";-7,658;50,065;-2,881;-7,37
"antidemocrático";-11,581;64,294;-2,694;-9,262
"súmula";2,889;-12,69;-8,242;19,581
"sorte";-0,024;1,771;-1,467;-0,009
"salvo";-0,123;-0,66;-1,19;4,874
"residir";2,594;-1,241;-7,783;3,744
"redação";-3,934;-0,373;-8,471;29,457
"planalto";-15,999;42,457;0,421;-8,634
"perfeitamente";0,391;0,919;-3,432;0,001
"orador";-6,45;2,034;17,535;-6,347
"mudança";-0,844;4,063;0,805;-3,566
"mpe";5,526;-1,241;-2,149;-0,005
"motivar";2,594;5,799;-2,149;-8,321
"mateus";-13,251;-10,218;127,203;-9,208
"localizar";-4,232;-2,67;34,962;-2,168
"legislador";3,687;-13,044;-4,262;12,266
"justo";22,651;-10,475;-0,632;-1,25
"irrelevante";2,663;-1,53;0,007;-0,333
"instalar";-0,252;8,672;0,15;-8,008
"incompatível";6,917;1,601;-4,262;-5,168
"félix";3,548;-1,407;-0,914;0,002
"flávia";1,912;-1,759;-1,142;0,695
"dezena";-10,494;1,081;21,068;-2,993
"decisum";8,599;-9,776;-8,012;6,779
"decidido";24,423;-11,984;-7,783;0,533
"convencimento";11,154;-0,373;-4,262;-1,25
"confirmação";-1,041;-0,203;15,607;-4,107
"condão";14,886;-2,758;-8,242;0,017
"cautelar";0,062;-2,029;-7,554;13,636
"belo";-9,291;-3,013;-2,694;43,329
"atestar";-3,279;9,269;0,046;-1,836
"arquivo";-2,068;-1,578;37,41;-7,382
"aplicável";23,236;-6,307;-5,72;-0,226
"anexo";-1,825;1,195;2,607;-1,268
"afigurar";-0,01;-5,863;-0,528;10,589
"abstrato";22,651;-13,044;-2,694;0,001
"universidade";-9,81;13,981;-1,973;0,704
"tre";-1,389;-2,758;-0,089;10,589
"the";-3,785;40,247;-6,407;-4,396
"suposição";3,606;-11,277;-0,187;3,167
"restrito";-3,785;0,095;-6,407;16,795
"proclamar";1,538;-5,234;6,278;-1,633
"privacidade";-0,757;6,582;-1,314;-0,417
"prender";-12,335;-9,512;24,412;6,147
"pingo";-8,441;-0,002;51,456;-11,117
"pertencer";-3,673;-4,615;-5,069;40,109
"permanecer";-1,103;4,088;5,854;-9,844
"perfeito";-2,061;-1,764;11,941;-0,05
"patrimonial";-11,137;-10,125;-8,242;90,238
"nogueira";-12,793;-3,413;92,609;-8,89
"máquina";-15,999;17,654;-0,049;0,052
"jacques";0,721;-3,167;-2,057;4,887
"inovação";-0,211;0,058;-8,242;8,201
"ignorar";-13,213;21,044;-3,844;1,041
"horizonte";-6,852;-5,863;-4,053;51,228
"etapa";1,538;5,799;-3,638;-4,332
"emitir";-2,09;0,533;5,706;-1,836
"efetuar";0,126;0,684;-0,172;-0,733
"divergir";28,061;-4,166;-2,51;-4,887
"determinante";-3,603;-12,69;-8,242;69,362
"coordenado";-6,852;55,756;-8,242;-4,887
"colega";5,201;-8,731;16,944;-10,163
"apreciar";36,202;-5,863;-5,963;-3,314
"and";-2,356;45,23;-7,324;-7,695
"alheio";1,627;-0,717;-0,125;-0,037
"alexandre";-0,823;-0,623;26,302;-8,254
"vereador";-8,69;-6,307;70,77;-3,537
"substituir";-6,454;-0,66;-8,012;38,024
"substancial";1,895;0,315;-0,259;-2,582
"sic";-3,001;-5,848;66,97;-9,526
"rhc";-8,441;-12,337;-8,012;87,109
"retomar";4,205;-0,001;0,326;-7,382
"recebimento";-0,48;-0,055;1,316;-0,003
"preferencial";-13,213;-0,66;-8,012;54,08
"polastro";-12,335;-9,512;118,415;-8,572
"pertencente";-6,896;1,593;0,003;2,265
"outrossim";2,766;-2,776;-7,095;5,428
"originário";28,731;-2,513;-4,625;-4,979
"noticiado";-0,252;-0,054;12,407;-5,867
"minimamente";1,627;10,571;-4,847;-7,382
"medeiros";1,298;-2,815;-1,828;2,946
"manifesto";-6,454;-2,509;-5,739;43,063
"lastro";40,687;-2,256;-6,636;-9,208
"lastrear";3,606;-8,731;-5,069;9,13
"jovem";-13,213;1,246;45,406;-11,117
"inquirição";0,827;1,37;0,149;-6,447
"indivíduo";-15,082;3,074;0,697;2,737
"história";-10,252;19,05;2,634;-6,165
"flávio";-9,133;-1,263;58,342;-6,347
"expedição";-0,596;-11,277;40,838;-2,347
"expectativa";-8,441;3,562;-1,19;4,874
"etc";-0,099;0,095;1,845;-1,468
"estabilizar";50,267;-8,383;-7,095;-5,274
"eieitoral";-0,001;-7,689;-6,636;27,319
"desvirtuamento";-4,733;0,533;-5,739;14,373
"desprovimento";-6,454;-12,337;-8,012;79,876
"depreender";2,464;-0,429;1,552;-4,687
"delimitação";17,654;-0,522;-7,783;-1,633
"delegado";-15,082;-11,631;144,786;-10,481
"debater";-3,673;7,246;5,276;-7,695
"cruz";-5,477;6,515;-0,835;0,564
"convocação";-8,494;18,032;0,446;-3,254
"conversar";-11,852;-6,51;109,916;-10,163
"contribuição";-5,062;1,225;10,501;-2,703
"complexo";0,017;2,642;-1,05;-0,768
"comando";-2,962;0,71;14,665;-6,165
"claramente";-4,733;-0,66;20,826;-0,92
"circulação";-15,999;53,105;-8,012;-0,317
"cidadania";-8,441;3,562;-8,012;14,373
"baseado";0,25;-0,001;-4,847;2,216
"azevedo";-3,194;7,502;-1,6;0,078
"anti";-3,001;8,981;-6,866;1,413
"agravante";10,596;0,027;-1,973;-5,867
"adulterado";-8,494;0,248;39,748;-9,526
"abster";1,461;5,485;-5,949;-2,236
"vício";41,957;-6,51;-5,069;-5,569
"unidade";-7,598;0,315;12,407;-0,626
"tático";-8,018;50,466;-7,783;-2,821
"suprir";9,263;-0,88;0,228;-7,695
"soberano";0,653;-0,891;-5,261;4,75
"senão";0,139;0,074;-5,069;1,865
"rememorar";-2,356;2,196;-3,228;3,167
"reiteração";2,917;-0,891;0,151;-1,531
"recentemente";-0,152;1,163;-0,187;-0,084
"realizado";-8,69;32,498;-0,111;-5,517
"publicitário";-0,771;6,49;-5,292;0,186
"processar";5,526;-11,984;8,685;-2,821
"perguntar";-14,624;-6,51;119,66;-10,163
"percepção";-0,252;13,981;-0,915;-5,867
"pc";0,526;-2,921;-3,429;7,038
"pautar";5,945;0,147;-4,847;-1,071
"parcialidade";20,902;0,71;-7,783;-10,799
"link";-5,482;44,437;-3,088;-7,3
"inviabilizar";5,526;-5,234;-5,516;3,744
"instauração";-0,373;-11,984;54,168;-6,165
"incumbir";10,327;-8,383;-0,125;-0,037
"incabível";22,64;-9,079;-7,554;0,186
"impulsionar";-6,45;2,034;-4,574;10,487
"governamental";-10,252;12,831;-5,516;3,744
"funcionar";-8,676;0,306;24,959;-3,68
"fragilidade";20,902;-7,178;-2,149;-0,768
"figura";-6,059;26,495;-1,05;-2,821
"externar";-0,373;15,788;-5,516;-1,633
"exclusivo";-0,771;11,169;-5,292;-0,147
"erro";-2,654;20,553;-0,004;-8,008
"desempenho";-0,373;-1,241;-7,783;18,876
"descartar";0,757;-2,266;4,262;-1,633
"demandar";1,002;-2,029;-5,292;6,1
"delação";49,377;-9,865;-2,43;-8,89
"corresponder";-0,016;-1,055;-0,004;1,554
"conjectura";5,832;-1,092;-1,672;-0,137
"componente";-2,654;0,919;-5,292;8,279
"ciro";-11,878;-2,837;83,99;-8,254
"averiguar";30,356;-9,079;-1,973;-2,582
"automatizar";-1,368;-1,055;13,137;-0,951
"assessoria";-2,837;3,097;8,179;-6,664
"arquivamento";37,16;-11,277;-0,187;-7,695
"apreciado";56,75;-11,984;-7,783;-4,332
"ap";-6,765;-10,924;-0,665;48,387
"verbis";20,975;-2,006;-1,151;-6,447
"trabalhista";-1,71;0,25;0,078;0,423
"requisitar";9,263;-0,88;0,869;-10,163
"provável";3,898;3,058;-5,49;-3,256
"pesar";17,541;-1,8;-3,228;-2,347
"pequeno";-0,697;7,477;0,084;-4,687
"obstar";31,104;-10,218;-2,626;-1,678
"nantes";-0,596;0,082;6,52;-3,171
"marcar";-4,15;12,829;-1,306;-0,181
"líder";-15,082;17,109;9,452;-8,008
"loureto";-3,333;-8,383;26,958;0,052
"limitado";3,698;-0,055;-3,887;-0,003
"legalmente";0;-11,277;-7,324;35,037
"isolado";-2,654;20,553;-3,432;-1,438
"interpor";-0,004;-9,159;-3,742;24,332
"interessado";-0,016;0,919;1,646;-4,058
"inibir";6,8;2,057;-5,261;-4,901
"informativo";-1,33;22,171;-7,324;-1,25
"gravar";-6,331;37,907;-1,857;-5,517
"estimular";-11,852;56,731;-3,228;-5,569
"envolvimento";0,013;0,147;3,831;-5,274
"elevado";-5,281;3,554;-0,787;1,865
"detentor";-12,305;-2,029;-0,259;32,844
"desnecessário";7,986;-10,924;-3,026;3,645
"desejar";-2,654;20,553;-0,915;-4,058
"desafio";-9,81;53,493;-7,554;-2,582
"desafiar";0,139;-3,044;0,001;1,865
"consolidado";-2,654;0,027;-0,915;6,1
"arrolar";-1,103;-0,001;18,215;-7,382
"afinal";2,165;0,752;0;-6,136
"adotado";4,205;1,446;-4,847;-2,118
"abordagem";-4,02;8,672;-1,973;0,186
"vulnerabilidade";-10,042;-0,971;58,961;-6,447
"volta";-7,18;-3,044;46,859;-2,347
"urgência";-1,103;8,074;-1,632;-0,377
"término";22,697;-4,309;0,012;-9,844
"transgressão";-10,048;-5,277;-2,873;53,868
"transcrição";-3,001;4,682;6,486;-7,07
"temer";4,224;-1,53;1,194;-3,821
"seguidor";-13,709;85,468;-6,866;-9,526
"revisão";0,284;-3,252;0,434;0,452
"reprovável";-5,538;2,565;-6,407;10,325
"rememoro";14,49;-8,731;-7,324;1,865
"relacionar";-0,447;4,903;0,08;-3,256
"recomendar";-0,152;-4,615;16,944;-1,25
"presidir";-3,333;0,147;0,326;1,141
"posicionamento";1,627;-0,191;-4,847;1,141
"plenamente";17,541;-1,8;-3,228;-2,347
"patente";-0,303;1,771;-2,825;0,579
"militar";-9,37;-1,8;75,077;-10,163
"longe";-1,33;12,24;-1,8;-1,25
"livremente";-5,281;15,225;-3,228;0,015
"intenso";-11,852;30,418;-0,187;-2,347
"formado";-4,15;19,617;-0,442;-2,993
"equipamento";-9,591;0,183;35,177;-6,136
"elaborar";-0,024;1,771;2,583;-7,07
"disparar";0,009;21,34;-6,407;-6,447
"desejo";-6,353;30,206;0,039;-9,526
"decorrência";-0,596;3,554;-5,069;0,906
"criticar";-5,281;2,196;7,572;-2,347
"coordenador";-12,335;-4,867;97,846;-8,572
"converter";5,945;1,446;-1,632;-7,382
"consequente";-1,77;-6,652;-5,949;39,819
"completamente";0,139;-1,8;16,944;-7,695
"bucchianeri";-0,029;-1,796;-1,817;7,765
"assinar";-3,426;-0,203;35,177;-8,572
"asserção";42,801;-10,571;-6,866;-1,895
"assembleia";-3,333;48,154;-7,095;-7,382
"aperibé";-9,59;-1,504;62,588;-6,664
"apagado";-12,793;-7,343;112,27;-8,89
"antonio";-5,02;4,654;-0,657;0,911
"ads";-1,799;15,469;-2,024;-1,655
"acionar";-3,001;6,658;6,486;-9,526
"acaso";-2,061;4,771;0,235;-1,267
"abaixo";0,427;7,182;-0,59;-7,618
"êxito";-2,068;10,571;-1,632;-0,377
"violência";-6,765;37,451;-1,632;-5,274
"thereza";35,129;-10,924;-4,847;-1,071
"surpresa";44,92;-2,776;-7,095;-9,844
"rápido";-3,426;4,771;0,235;-0,455
"responsabilização";-1,103;-8,383;-7,095;42,713
"raposo";-1,825;1,195;2,607;-1,268
"quantidade";1,735;0,095;-1,151;-0,592
"pugnar";11,492;-10,571;1,294;-1,895
"proveito";-0,076;0,628;-4,847;2,216
"protelatórias";68,109;-10,924;-7,095;-9,844
"postura";-0,001;7,477;-1,306;-2,993
"pleitear";14,169;-0,971;-1,151;-4,396
"paraíba";-9,14;20,967;-5,949;0,64
"opção";-5,943;12,829;-0,035;-0,74
"oposição";0,135;5,34;-2,626;-1,678
"operar";3,29;6,658;-6,866;-4,979
"ms";7,986;-10,924;-7,095;7,565
"lógico";12,969;-0,717;-3,026;-2,118
"instabilidade";-1,527;3,561;7,177;-9,208
"ingresso";32,054;-2,67;-4,574;-6,347
"inferir";4,205;-4,309;-1,632;1,141
"histórico";-0,024;-0,113;-2,825;4,176
"faltar";-0,001;1,081;0,59;-2,993
"exceção";0,25;1,446;-4,847;0,052
"exato";3,882;-0,053;0,084;-4,687
"enorme";-5,538;0,095;27,538;-6,447
"dificuldade";1,627;2,599;-0,125;-7,382
"diferentemente";14,319;-10,571;2,583;-4,979
"dezembro";1,115;-4,867;3,882;-0,455
"curto";-5,943;7,477;-1,306;0,772
"corrupção";-2,061;0,752;-1,001;2,49
"correto";2,976;0,095;0,76;-8,89
"coronel";-10,963;-8,454;105,237;-7,618
"congresso";-11,399;0,147;31,971;-3,519
"citação";25,176;-4,544;-5,949;-1,074
"checagem";-12,793;72,245;-4,182;-8,89
"aproveitar";-0,099;2,565;-0,344;-0,592
"agenda";-3,578;11,134;-0,022;-1,531
"advertência";4,205;1,446;-4,847;-2,118
"ad";37,8;-4,007;-6,866;-4,979
"zona";-0,552;-0,531;11,704;-2,433
"vínculo";6,142;-0,623;-2,045;-0,333
"vitor";-9,14;-6,652;93,492;-8,254
"verídico";-3,785;25,509;-1,151;-4,396
"versiani";-12,793;-9,865;-6,407;88,51
"sintetizar";-0,188;5,34;-6,636;0,197
"salutar";-0,303;21,743;-6,866;-3,254
"rms";-13,709;-10,571;-6,866;94,844
"respectivamente";-3,075;2,095;-0,857;1,586
"reprimir";-2,678;-0,053;-4,403;15,385
"repressão";-4,15;-2,256;55,599;-9,208
"record";-7,191;43,224;-3,962;-4,107
"praticamente";-1,527;2,142;2,971;-2,993
"pontual";-0,036;4,771;-1,001;-1,267
"ponderar";4,875;-0,566;-2,825;-0,009
"plausibilidade";2,165;-0,203;-1,001;-0,05
"pacífico";0,252;-0,015;-6,407;3,556
"liame";14,319;-8,036;-1,467;-0,009
"imunidade";-10,946;4,682;1,294;0,111
"herman";-1,791;-10,571;-6,866;51,463
"expresso";1,735;-0,307;-2,43;0,312
"exibição";-4,15;12,829;0,59;-4,687
"execução";-1,492;1,296;-1,857;1,952
"espontâneo";-0,892;18,032;-1,467;-4,979
"escrever";-0,234;-4,544;31,731;-5,826
"empregar";-8,058;19,617;-4,403;0,197
"edição";-10,494;3,561;-6,636;15,385
"desfavorável";-5,482;32,66;-3,088;-2,978
"desconhecer";1,959;0,102;0,274;-5,394
"contratado";3,826;-0,188;-2,286;-0,091
"continência";59,305;-9,512;-6,178;-8,572
"cabimento";8,773;-1,639;-0,657;-1,351
"benjamin";-1,791;-10,571;-6,866;51,463
"automático";-1,229;-2,282;-1,672;15,446
"artístico";-5,943;2,142;-6,636;12,163
"artificial";0,399;14,668;-6,866;-4,979
"arnaldo";-12,793;-9,865;-6,407;88,51
"ar";-13,709;3,053;34,046;-9,526
"admitido";-3,075;-4,544;-5,949;39,819
"óbvio";-0,624;-0,471;1,464;0,212
"veracidade";-5,905;9,894;-3,305;1,13
"totalmente";-0,234;-2,837;31,731;-8,254
"terrorista";-10,042;-2,006;74,84;-8,89
"sancionadora";35,735;-10,218;-6,636;-0,74
"rol";27,583;-6,307;-3,523;-1,995
"resumo";0,045;0,124;3,45;-5,208
"ressalva";2,353;-5,963;-0,59;2,374
"respeitar";-2,061;0,752;0,961;-0,05
"reforço";1,735;-0,307;0,149;-1,468
"recursal";20,975;-9,865;-6,407;0,312
"rapidamente";-7,624;11,063;5,432;-6,447
"publicamente";-6,896;22,527;0,378;-6,664
"propagar";-3,426;32,449;-2,236;-6,136
"potencialmente";-3,075;2,095;-2,045;2,954
"planilha";-10,963;-2,282;75,4;-7,618
"oposto";2,663;2,095;-0,857;-5,826
"obtido";0,131;0,011;-0,177;-0,014
"nível";-11,42;4,206;14,305;-3,537
"molde";-2,364;1,37;-0,01;0,312
"martins";-0,933;0,306;0,749;-0,094
"listar";-0,933;4,505;2,119;-6,029
"investigatório";5,622;-2,256;4,846;-9,208
"inadmissível";19,745;-3,167;-2,057;-2,854
"ilegítimo";-3,426;4,771;-6,178;4,116
"floriano";0,006;-1,055;0,431;0,141
"excerto";4,977;-4,224;-5,72;3,479
"descabe";10,065;-7,689;-2,626;0,772
"dependência";-6,331;15,022;-0,111;-0,891
"decretar";12,588;-9,512;0;-0,455
"corpo";-9,133;24,96;0,026;-3,983
"claudia";-0,049;-1,002;-1,214;5,158
"chave";-5,482;14,534;0,151;-2,978
"acontecimento";8,153;-0,013;-3,305;-1,759
"sustentação";15,724;-0,053;-4,803;-4,288
"subsidiar";-1,492;-1,306;14,305;-0,891
"solicitação";-0,036;-1,764;24,412;-8,572
"sentimento";-12,793;45,903;-0,01;-8,89
"sancionar";-5,482;-2,015;-3,088;31,321
"restringir";-3,203;2,538;-5,032;5,516
"reduzir";-3,785;25,509;-6,407;-0,592
"qualificação";14,169;-3,413;-4,182;-0,107
"provedor";-0,105;3,179;-4,116;0,136
"prisão";-1,77;-6,652;51,074;-5,826
"previsto";2,046;-5,277;-5,032;8,109
"pasta";-6,896;-0,531;38,781;-4,288
"participante";-2,4;7,182;0,08;-1,759
"parcela";-1,768;20,347;-1,314;-4,594
"paralelo";-0,366;27,64;-6,178;-6,136
"pan";-10,042;0,547;38,689;-8,89
"orquestrar";0,131;3,59;-3,742;-0,333
"of";-4,739;29,962;-5,949;-1,074
"obscuridade";43,812;-5,192;-6,407;-6,447
"noronha";-9,591;-9,512;-3,962;69,505
"motivação";2,976;2,565;-0,344;-8,89
"mentiroso";-10,963;4,903;8,454;-1,759
"materializar";-3,785;-0,015;-6,407;20,617
"ligar";-0,151;-0,283;7,817;-2,487
"legalidade";-1,77;-0,623;13,069;-1,074
"inédito";-0,036;23,216;-3,962;-8,572
"insistir";-3,785;6,07;0,149;-0,592
"incutir";-10,042;58,33;-6,407;-4,396
"incerteza";-12,793;17,542;-0,344;0,013
"governança";-10,042;58,33;-4,182;-6,447
"entrega";1,15;-1,521;1,695;-1,172
"entendido";1,115;-6,997;-3,962;11,428
"empírico";-0,521;-0,015;-4,182;7,677
"distribuir";-6,005;13,632;-0,099;-0,713
"disciplina";27,135;-4,867;-6,178;-1,267
"desviar";-12,793;-0,015;1,845;7,677
"descobrir";17,406;-5,192;0,76;-8,89
"crença";-7,624;25,509;-2,43;-0,592
"concordar";0,768;0,102;0,274;-3,079
"combater";-1,77;2,095;1,194;-1,074
"cnn";-0,366;6,881;0,235;-6,136
"cabo";-0,521;0,095;3,402;-1,468
"básico";-7,191;1,706;-3,962;11,428
"botar";-11,878;-9,159;114,022;-8,254
"arrecadação";-1,473;-0,053;1,383;0,234
"aproximadamente";-5,062;6,582;7,248;-6,982
"amplitude";14,047;-0,623;-5,949;-1,074
"aime";47,202;-9,512;-6,178;-4,107
"aferido";0,252;-3,413;-6,407;13,364
"acessível";-5,136;32,449;-1,001;-6,136
"volume";3,573;0,018;-0,002;-4,594
"travar";-5,136;12,259;0,235;-2,484
"tranquilidade";-1,041;-3,123;35,177;-6,136
"terminar";-0,293;-3,591;27,197;-4,901
"senador";-10,963;0,668;36,699;-7,618
"respaldo";1,871;-4,224;1,464;-0,226
"reexame";9,814;-6,997;-6,178;2,49
"qualificado";-2,061;0;-0,255;4,116
"punição";-2,061;-0,203;-2,236;11,428
"prejudicado";3,238;-8,807;-0,111;1,952
"porventura";-10,963;-2,282;50,525;-1,759
"perquirir";7,384;-1,764;-6,178;0,458
"peculiaridade";3,573;-0,703;-5,032;0,725
"organizado";-7,191;19,178;0,961;-6,136
"moldura";7,384;-3,123;-1,001;-0,05
"midiática";-6,76;3,59;-5,949;9,586
"luis";4,073;-4,224;0,326;-0,36
"litisconsorte";31,635;-4,867;-6,178;-2,484
"júnior";0,526;0,003;-3,429;0,706
"investir";-7,191;0,752;-3,962;14,677
"invasor";-12,335;-3,123;70,668;-4,107
"insinuar";-9,591;0;41,294;-6,136
"incluído";19,424;-2,015;-5,261;-1,531
"impugnação";37,394;-8,807;-5,72;-1,995
"impender";15,66;-2,557;-3,523;-0,891
"gravoso";-0,366;-9,512;-2,236;26,862
"formal";5,299;-1,764;-2,236;0,051
"ferir";-5,136;9,377;-3,962;1,271
"falha";-3,075;2,095;6,791;-3,821
"fakhoury";0,649;-1,407;2,607;-1,268
"extrapolação";29,602;-6,652;-5,949;-1,074
"estruturado";-2,4;9,894;-5,49;0,342
"essência";0,131;-2,837;-3,742;9,586
"epistêmica";-11,878;66,553;-3,742;-8,254
"entornar";36,479;-4,867;-2,236;-8,572
"distrito";-3,426;0,183;-1,001;6,147
"descrição";7,384;-0,79;-1,001;-1,267
"decretação";2,353;-5,963;-5,49;8,847
"cpi";-9,59;-4,936;81,609;-6,664
"conclusivo";8,153;-8,454;-3,305;2,374
"compromisso";0,131;3,59;0,007;-5,826
"caracterizado";-1,041;-0,203;-6,178;14,677
"bicentenário";-10,505;58,024;-5,261;-4,901
"associado";-2,259;3,326;-1,411;0,706
"amoldar";-3,426;0,752;-6,178;11,428
"albergar";-1,473;5,097;-4,803;0,988
"vítima";-2,733;15,022;-0,111;-3,537
"viver";-9,14;20,967;0,007;-2,236
"terceirizada";-10,963;-3,906;84,794;-7,618
"tarefa";13,959;-0,336;-1,672;-5,208
"suspender";25,579;-1,092;-5,49;-5,208
"suscitar";25,176;-2,837;-3,742;-3,821
"supedâneo";3,573;-7,748;-5,032;8,109
"subscrever";-0,008;-8,101;27,197;-2,978
"sistemático";4,224;0,305;-5,949;-0,333
"sergio";-3,075;-4,544;-5,949;39,819
"rousseff";-0,983;-3,591;39,536;-7,3
"rigoroso";0,045;-2,282;-0,59;4,075
"remessa";1,443;-6,338;2,586;-0,034
"recente";-1,77;-1,53;-2,045;16,115
"psl";-0,933;6,999;0,076;-3,68
"provado";14,047;-4,544;-5,949;0,116
"prosseguimento";12,198;-5,985;-3,887;0,266
"proporcionalidade";-0,004;-6,652;-5,949;24,332
"proibição";-2,078;2,057;-1,491;1,448
"prevalecer";-1,77;-0,623;0,346;2,954
"preferência";-9,14;20,967;-2,045;-0,014
"pinto";-0,149;-0,004;-1,828;2,946
"perfazer";-9,14;-4,544;-2,045;45,824
"pereira";0,126;-0,153;-3,201;2,708
"pe";-2,259;-5,28;-3,429;32,199
"patrício";10,559;-0,011;-4,574;-2,168
"originariamente";57,105;-9,159;-5,949;-8,254
"oponente";0,128;11,134;-5,261;-2,978
"nexo";0,034;-2,081;-4,116;9,779
"nefasto";-3,075;29,962;-5,949;-2,236
"mundial";-7,343;20,347;-0,002;-2,703
"montagem";-3,194;7,502;0,461;-2,219
"mensuração";-11,878;-9,159;-5,949;82,177
"manuela";-3,203;16,196;-5,032;-0,022
"manhã";-4,232;3,748;9,225;-6,347
"maciço";-4,564;-0,188;-0,488;11,554
"litigância";48,696;-6,307;-5,72;-7,936
"linguagem";-7,343;24,971;0,249;-6,982
"intermédio";-3,959;13,04;-0,59;-0,72
"instrutória";27,583;-2,557;-3,523;-5,517
"ilegalidade";4,016;-2,372;-4,345;1,699
"harmonia";6,142;-2,837;-2,045;0,116
"fl";-2,078;3,648;6,418;-7,3
"fenomênico";50,888;-9,159;-3,742;-8,254
"fazê";-0,128;-6,307;-1,857;17,694
"esperança";1,742;2,034;-0,977;-3,983
"escrita";-3,959;0,124;-1,672;8,847
"despacho";4,656;-8,101;13,004;-7,3
"datar";-2,259;3,326;4,545;-4,758
"cédula";-9,133;12,013;6,062;-6,347
"custear";-5,482;27,45;-3,088;-1,531
"culpabilidade";8,773;-1,407;-0,914;-1,268
"consolidação";4,224;2,095;-2,045;-5,826
"consciente";-9,14;13,574;-2,045;0,64
"consagrar";0,877;-6,307;-3,523;10,693
"concorrente";-3,203;2,538;-5,032;5,516
"combate";-6,76;0,305;1,194;1,586
"classificação";-11,42;-1,306;70,77;-7,936
"cessar";-4,564;2,99;-2,286;3,683
"cadeia";-2,4;1,646;8,454;-5,208
"boulos";0,034;-6,338;21,522;-3,379
"barbosa";0,721;-1,04;1,292;-0,827
"assessor";-8,676;-2,372;63,14;-6,029
"anteceder";17,399;-1,53;-0,177;-8,254
"ac";-11,42;-6,307;-3,523;63,24
"vaz";-1,799;0,029;2,586;-0,034
"tribuna";2,353;0,668;-1,672;-1,759
"situar";7,089;-0,471;-0,719;-1,995
"setor";-8,676;0,306;31,203;-6,029
"revolução";-7,305;25,383;-1,612;-1,172
"redator";-3,203;-5,277;-5,032;40,212
"protocolar";0,427;-3,906;20,095;-7,618
"projeção";-1,492;6,286;-3,523;0,212
"produto";-2,48;24,96;-4,574;-2,168
"probante";8,72;-5,28;0,646;-2,487
"probabilidade";12,302;-8,101;-0,022;-0,561
